"Nom";"ISIN";"Symbole";"Marché";"Trading Currency";"Ouvert";"Haut";"Bas";"Dernier";"Last Date/Time";"Time Zone";"Volume";"Capitaux"
"European Equities";"";;;;;;;;;;;
"02 Nov 2013";;;;;;;;;;;;
"All datapoints provided as of end of last active trading day.";;;;;;;;;;;;
"SAMPO  CL.A";"FI0009003305";"SAMASh";"NYSE Arca Europe";"EUR";"29,23";"29,24";"29,20";"29,23";"06/03/2013 16:10";"CET";"1424";"109441,12"
"SAMSE";"FR0000060071";"SAMS";"NYSE Euronext Paris";"EUR";"72,91";"72,91";"72,91";"72,91";"01/11/2013 16:36";"CET";"48";"3499,68"
"SANDVIK";"SE0000667891";"SANDs";"NYSE Arca Europe";"SEK";"106,50";"106,50";"106,50";"106,50";"19/02/2013 09:08";"CET";"183";"19489,50"
"SANOFI";"FR0000120578";"SAN";"NYSE Euronext Paris";"EUR";"78,76";"79,12";"77,48";"77,60";"01/11/2013 17:35";"CET";"2044571";"159604162,06"
"SANOMA";"FI0009007694";"SAA1Vh";"NYSE Arca Europe";"EUR";"6,78";"6,78";"6,78";"6,78";"01/08/2012 16:12";"CET";"88";"596,64"
"SAP";"DE0007164600";"SAPd";"NYSE Arca Europe";"EUR";"57,68";"57,68";"57,68";"57,68";"26/08/2013 14:05";"CET";"177";"10209,36"
"SAPEC";"BE0003625366";"SAP";"NYSE Euronext Brussels";"EUR";"46,81";"46,81";"46,81";"46,81";"01/11/2013 17:35";"CET";"50";"2340,50"
"SAPMER";"FR0010776617";"ALMER";"NYSE Alternext Paris";"EUR";"19,65";"19,65";"19,65";"19,65";"30/10/2013 15:30";"CET";"436";"8567,40"
"SARAS";"IT0000433307";"SRSm";"NYSE Arca Europe";"EUR";"0,93";"0,93";"0,93";"0,93";"07/08/2012 10:13";"CET";"1054";"980,22"
"SARTORIUS STED BIO";"FR0000053266";"DIM";"NYSE Euronext Paris";"EUR";"111,00";"111,20";"110,40";"111,15";"01/11/2013 17:38";"CET";"4782";"530945,10"
"SAVILLS";"GB00B135BJ46";"SVSl";"NYSE Arca Europe";"GBX";"608,00";"608,00";"608,00";"608,00";"30/08/2013 11:29";"CET";"100";"60800,00"
"SBM OFFSHORE";"NL0000360618";"SBMO";"NYSE Euronext Amsterdam";"EUR";"15,44";"15,44";"15,30";"15,345";"01/11/2013 17:35";"CET";"532532";"8177586,05"
"SBT";"FR0004175222";"MLSBT";"Marché Libre Paris";"EUR";"3,29";"3,29";"3,29";"3,29";"01/11/2013 15:00";"CET";"20";"65,80"
"SCANIA B";"SE0000308280";"SCVBs";"NYSE Arca Europe";"SEK";"139,70";"139,70";"139,00";"139,00";"10/01/2013 08:39";"CET";"428";"62669,70"
"SCBSM";"FR0006239109";"CBSM";"NYSE Euronext Paris";"EUR";"3,91";"3,91";"3,91";"3,91";"01/11/2013 09:00";"CET";"1";"3,91"
"SCBSM BS";"FR0010622241";"CBSBS";"NYSE Euronext Paris";"EUR";"0,025";"0,029";"0,025";"0,029";"16/09/2013 09:56";"CET";"36490";"941,16"
"SCEMI";"FR0010972091";"MLCMI";"Marché Libre Paris";"EUR";"4,99";"4,99";"4,99";"4,99";"13/11/2012 14:00";"CET";"1";"4,99"
"SCHAEFFER DUFOUR";"FR0000064511";"SCDU";"NYSE Euronext Paris";"EUR";"22,41";"22,41";"22,41";"22,41";"29/10/2013 16:30";"CET";"5";"112,05"
"SCHEERD.V KERCHOVE";"BE0012378593";"SCHD";"NYSE Euronext Brussels";"EUR";"358,61";"358,61";"358,61";"358,61";"11/10/2013 16:30";"CET";"2";"717,22"
"SCHIBSTED";"NO0003028904";"SCHo";"NYSE Arca Europe";"NOK";"221,00";"221,00";"221,00";"221,00";"31/01/2013 13:37";"CET";"51";"11271,00"
"SCHINDLER HOLDING-";"CH0024638196";"SCHPz";"NYSE Arca Europe";"CHF";"141,60";"141,60";"141,60";"141,60";"06/02/2013 10:41";"CET";"22";"3115,20"
"SCHLUMBERGER";"AN8068571086";"SLB";"NYSE Euronext Paris";"EUR";"68,90";"69,62";"68,35";"68,78";"01/11/2013 17:29";"CET";"1806";"124697,61"
"SCHLUMBERGER";"AN8068571086";"SLBn";"NYSE Arca Europe";"USD";"-";"-";"-";"-";"-";"-";"-";"-"
"SCHNEIDER ELECTRIC";"FR0000121972";"SU";"NYSE Euronext Paris";"EUR";"62,24";"62,45";"61,92";"62,21";"01/11/2013 17:36";"CET";"1089694";"67718405,88"
"SCHOBRUNN PARIS";"FR0010961920";"MLSCH";"Marché Libre Paris";"EUR";"47,00";"47,00";"47,00";"47,00";"14/10/2011 15:00";"CET";"5";"-"
"SCHOELLER-BLECKMAN";"AT0000946652";"SBOv";"NYSE Arca Europe";"EUR";"80,01";"80,01";"80,01";"80,01";"13/12/2012 12:02";"CET";"5";"400,05"
"SCHRODERS  NON VTG";"GB0002395811";"SDRCl";"NYSE Arca Europe";"GBX";"1943,00";"1943,00";"1943,00";"1943,00";"14/08/2013 15:04";"CET";"1";"1943,00"
"SCHRODERS LTD";"GB0002405495";"SDRl";"NYSE Arca Europe";"GBX";"2360,00";"2374,00";"2360,00";"2374,00";"08/08/2013 14:38";"CET";"154";"364840,00"
"SCOR SE";"FR0010411983";"SCR";"NYSE Euronext Paris";"EUR";"26,005";"26,105";"25,95";"25,975";"01/11/2013 17:35";"CET";"94255";"2451896,51"
"SCOTTISH INV TRUST";"GB0007826091";"SCINl";"NYSE Arca Europe";"GBX";"578,00";"578,00";"578,00";"578,00";"15/08/2013 17:12";"CET";"100";"57800,00"
"SCOTTISH MORTGAGE";"GB0007838849";"SMTl";"NYSE Arca Europe";"GBX";"863,50";"863,50";"863,50";"863,50";"08/07/2013 17:11";"CET";"87";"75124,50"
"SDL";"GB0009376368";"SDLl";"NYSE Arca Europe";"GBX";"348,50";"348,50";"346,50";"346,50";"12/08/2013 17:18";"CET";"352";"122472,00"
"SEADRILL LTD";"BMG7945E1057";"SDRLo";"NYSE Arca Europe";"NOK";"212,30";"212,30";"212,30";"212,30";"08/03/2013 14:25";"CET";"140";"29722,00"
"SEAT PAGINE GIALLE";"IT0004458094";"PGm";"NYSE Arca Europe";"EUR";"0,08";"0,08";"0,08";"0,08";"23/02/2011 08:31";"CET";"27602";"-"
"SEB A";"SE0000148884";"SEBAs";"NYSE Arca Europe";"SEK";"58,70";"58,70";"58,70";"58,70";"10/01/2013 08:47";"CET";"79";"4637,30"
"SECHE ENVIRONNEM.";"FR0000039109";"SCHP";"NYSE Euronext Paris";"EUR";"29,50";"29,50";"28,90";"29,20";"01/11/2013 17:35";"CET";"4477";"130836,00"
"SECURIDEV";"FR0000052839";"SCDV";"NYSE Euronext Paris";"EUR";"34,98";"34,98";"32,81";"33,80";"01/11/2013 16:35";"CET";"644";"21615,25"
"SECURINFOR";"FR0000071755";"MLSEC";"Marché Libre Paris";"EUR";"2,53";"2,53";"2,53";"2,53";"17/07/2013 15:00";"CET";"759";"1920,27"
"SECURITAS B";"SE0000163594";"SECUBs";"NYSE Arca Europe";"SEK";"58,00";"58,00";"57,80";"57,80";"09/01/2013 12:41";"CET";"338";"20232,80"
"SEGRO";"GB00B5ZN1N88";"SGROl";"NYSE Arca Europe";"GBX";"303,50";"303,50";"302,00";"302,00";"23/08/2013 16:26";"CET";"256";"77462,00"
"SELCODIS";"FR0000065492";"SLCO";"NYSE Euronext Paris";"EUR";"0,29";"0,29";"0,29";"0,29";"25/03/2009 16:30";"CET";"2074";"-"
"SELECTIRENTE";"FR0004175842";"SELER";"NYSE Euronext Paris";"EUR";"60,20";"60,20";"60,20";"60,20";"01/11/2013 11:30";"CET";"28";"1685,60"
"SEMAPA";"PTSEM0AM0004";"SEM";"NYSE Euronext Lisbon";"EUR";"7,222";"7,30";"7,221";"7,278";"01/11/2013 16:35";"GMT";"26073";"189148,57"
"SEMPERIT";"AT0000785555";"SEMv";"NYSE Arca Europe";"EUR";"27,355";"27,355";"27,355";"27,355";"14/09/2011 17:02";"CET";"42";"-"
"SENIOR";"GB0007958233";"SNRl";"NYSE Arca Europe";"GBX";"277,60";"277,60";"277,60";"277,60";"15/07/2013 09:57";"CET";"214";"59406,40"
"SEQUANA";"FR0011352590";"SEQ";"NYSE Euronext Paris";"EUR";"6,06";"6,10";"5,95";"6,00";"01/11/2013 17:35";"CET";"68557";"412911,96"
"SERCO GROUP";"GB0007973794";"SRPl";"NYSE Arca Europe";"GBX";"537,00";"537,00";"537,00";"537,00";"03/10/2013 11:51";"CET";"189";"101493,00"
"SERMA TECHNOLOGIES";"FR0000073728";"ALSER";"NYSE Alternext Paris";"EUR";"104,05";"104,05";"104,05";"104,05";"23/10/2013 15:30";"CET";"25";"2601,25"
"SERVICEFLATS CERT";"BE0003677888";"SER";"NYSE Euronext Brussels";"EUR";"12970,00";"12970,00";"12970,00";"12970,00";"31/10/2013 16:30";"CET";"2";"25940,00"
"SES";"LU0088087324";"SESG";"NYSE Euronext Paris";"EUR";"21,475";"21,655";"21,36";"21,645";"01/11/2013 17:36";"CET";"490422";"10579917,07"
"SETTLEMENTS";"BE0974261902";"STTL";"NYSE Alternext Brussels";"USD";"13,52";"13,52";"13,52";"13,52";"21/12/2011 14:30";"CET";"33000";"341780,42"
"SEVAN MARINE";"NO0010187032";"SEVANo";"NYSE Arca Europe";"NOK";"12,35";"12,35";"12,35";"12,35";"09/02/2012 14:03";"CET";"200";"2470,00"
"SEVERN TRENT";"GB00B1FH8J72";"SVTl";"NYSE Arca Europe";"GBX";"1868,00";"1868,00";"1868,00";"1868,00";"30/10/2013 16:46";"CET";"200";"373600,00"
"SGL CARBON SE";"DE0007235301";"SGLd";"NYSE Arca Europe";"EUR";"24,55";"24,55";"24,55";"24,55";"21/08/2013 09:14";"CET";"70";"1718,50"
"SGS N";"CH0002497458";"SGSNz";"NYSE Arca Europe";"CHF";"2141,00";"2144,00";"2137,00";"2137,00";"01/11/2013 17:12";"CET";"89";"190499,00"
"SHAFTESBURY PLC";"GB0007990962";"SHBl";"NYSE Arca Europe";"GBX";"596,50";"596,50";"596,50";"596,50";"28/08/2013 10:50";"CET";"85";"50702,50"
"SHANKS GROUP";"GB0007995243";"SKSl";"NYSE Arca Europe";"GBX";"102,50";"102,50";"102,50";"102,50";"22/10/2013 16:58";"CET";"3118";"319595,00"
"SHB A";"SE0000193120";"SHBAs";"NYSE Arca Europe";"SEK";"296,00";"296,00";"296,00";"296,00";"30/07/2013 09:49";"CET";"66";"19536,00"
"SHIRE";"JE00B2QKY057";"SHPl";"NYSE Arca Europe";"GBX";"2482,00";"2482,00";"2482,00";"2482,00";"25/09/2013 17:15";"CET";"200";"496400,00"
"SIAS";"IT0003201198";"SISm";"NYSE Arca Europe";"EUR";"7,20";"7,225";"7,20";"7,225";"14/02/2013 13:37";"CET";"855";"12306,34"
"SICA INVEST (D)";"BE0003900207";"SICV";"NYSE Alternext Brussels";"EUR";"1,50";"1,50";"1,50";"1,50";"01/11/2013 15:30";"CET";"1000";"1500,00"
"SICAL";"FR0000063653";"ALSIC";"NYSE Alternext Paris";"EUR";"24,00";"24,00";"24,00";"24,00";"18/10/2013 15:30";"CET";"48";"1152,00"
"SIDETRADE";"FR0010202606";"ALBFR";"NYSE Alternext Paris";"EUR";"28,50";"28,50";"28,49";"28,49";"01/11/2013 16:57";"CET";"371";"10570,80"
"SIEMENS";"DE0007236101";"SIA";"Traded not listed Amsterdam";"EUR";"94,05";"94,05";"93,95";"93,96";"01/11/2013 16:39";"CET";"134";"12593,42"
"SIEMENS";"DE0007236101";"SIEd";"NYSE Arca Europe";"EUR";"82,40";"82,40";"82,40";"82,40";"26/08/2013 11:16";"CET";"15";"1236,00"
"SIG";"GB0008025412";"SHIl";"NYSE Arca Europe";"GBX";"174,30";"174,30";"174,30";"174,30";"30/08/2013 11:48";"CET";"100";"17430,00"
"SIGNAUX GIROD";"FR0000060790";"GIRO";"NYSE Euronext Paris";"EUR";"27,29";"27,29";"27,29";"27,29";"01/11/2013 11:30";"CET";"66";"1801,14"
"SII";"FR0000074122";"SII";"NYSE Euronext Paris";"EUR";"6,16";"6,16";"6,16";"6,16";"01/11/2013 17:08";"CET";"601";"3702,16"
"SIIC DE PARIS NOM.";"FR0000057937";"IMMP";"NYSE Euronext Paris";"EUR";"16,41";"17,70";"16,41";"17,50";"01/11/2013 17:35";"CET";"2705";"46660,63"
"SIKA";"CH0000587979";"SIKz";"NYSE Arca Europe";"CHF";"1811,00";"1811,00";"1811,00";"1811,00";"25/05/2012 09:10";"CET";"1";"1811,00"
"SILC";"FR0010679365";"MLSIL";"Marché Libre Paris";"EUR";"8,14";"8,14";"8,14";"8,14";"14/06/2013 15:00";"CET";"1";"8,14"
"SILIC";"FR0000050916";"SIL";"NYSE Euronext Paris";"EUR";"83,43";"84,20";"83,41";"83,41";"01/11/2013 17:35";"CET";"113";"9433,36"
"SILKAN RT";"FR0010518605";"MLARI";"Marché Libre Paris";"EUR";"2,00";"2,00";"2,00";"2,00";"20/09/2013 15:00";"CET";"55";"110,00"
"SIMAC TECHNIEK";"NL0000441616";"SIMAC";"NYSE Euronext Amsterdam";"EUR";"3,00";"3,00";"3,00";"3,00";"01/11/2013 16:30";"CET";"11064";"33192,00"
"SIMAT";"CI0000000832";"MLMAT";"Marché Libre Paris";"EUR";"2,74";"2,74";"2,74";"2,74";"17/10/2013 15:00";"CET";"100";"274,00"
"SIMO INTERNATIONAL";"FR0004038818";"MLSIM";"Marché Libre Paris";"EUR";"1,43";"1,43";"1,43";"1,43";"30/10/2013 15:00";"CET";"1465";"2094,95"
"SIMON PROPERTY GRP";"US8288061091";"SPGn";"NYSE Arca Europe";"USD";"-";"-";"-";"-";"-";"-";"-";"-"
"SIOEN";"BE0003743573";"SIOE";"NYSE Euronext Brussels";"EUR";"8,73";"8,73";"8,58";"8,68";"01/11/2013 17:29";"CET";"9921";"85661,26"
"SIPAREX CROISSANCE";"FR0000061582";"ALSIP";"NYSE Alternext Paris";"EUR";"25,70";"26,40";"25,70";"26,40";"01/11/2013 16:43";"CET";"251";"6551,20"
"SIPEF (D)";"BE0003898187";"SIP";"NYSE Euronext Brussels";"EUR";"56,08";"56,45";"56,08";"56,45";"01/11/2013 17:35";"CET";"436";"24548,87"
"SKANSKA B";"SE0000113250";"SKABs";"NYSE Arca Europe";"SEK";"109,30";"109,30";"109,30";"109,30";"14/01/2013 09:50";"CET";"128";"13990,40"
"SKF B";"SE0000108227";"SKFBs";"NYSE Arca Europe";"SEK";"158,70";"158,70";"158,70";"158,70";"20/02/2013 08:03";"CET";"100";"15870,00"
"SKY DEUTSCHLAND";"DE000SKYD000";"SKYDd";"NYSE Arca Europe";"EUR";"6,255";"6,255";"6,255";"6,255";"20/08/2013 10:42";"CET";"675";"4222,125"
"SLA CREATION";"FR0010937920";"MLSLA";"Marché Libre Paris";"EUR";"12,10";"12,10";"12,10";"12,10";"15/10/2013 15:00";"CET";"1";"12,10"
"SLIGRO FOOD GROUP";"NL0000817179";"SLIGR";"NYSE Euronext Amsterdam";"EUR";"27,90";"27,90";"27,715";"27,785";"01/11/2013 17:35";"CET";"1808";"50230,59"
"SMALTO";"FR0011131788";"MLSML";"Marché Libre Paris";"EUR";"0,28";"0,28";"0,28";"0,28";"01/11/2013 15:00";"CET";"2351";"658,28"
"SMALTO BSA";"FR0010649228";"SMLBS";"Marché Libre Paris";"EUR";"0,04";"0,04";"0,04";"0,04";"09/01/2013 14:30";"CET";"10000";"400,00"
"SMARTPHOTO GROUP";"BE0003663748";"SMAR";"NYSE Euronext Brussels";"EUR";"0,58";"0,58";"0,56";"0,56";"01/11/2013 16:27";"CET";"15360";"8761,30"
"SMITH & NEPHEW";"GB0009223206";"SNl";"NYSE Arca Europe";"GBX";"796,00";"797,50";"796,00";"797,50";"30/10/2013 17:23";"CET";"1300";"1036000,00"
"SMITH (DS) PLC";"GB0008220112";"SMDSl";"NYSE Arca Europe";"GBX";"258,90";"258,90";"258,90";"258,90";"15/08/2013 09:10";"CET";"465";"120388,50"
"SMITHS GROUP";"GB00B1WY2338";"SMINl";"NYSE Arca Europe";"GBX";"1397,00";"1405,00";"1397,00";"1404,00";"24/10/2013 17:15";"CET";"2091";"2932140,00"
"SMTPC";"FR0004016699";"SMTPC";"NYSE Euronext Paris";"EUR";"28,97";"28,97";"28,76";"28,85";"01/11/2013 17:14";"CET";"472";"13653,05"
"SMURFIT KAPPA GRP";"IE00B1RR8406";"SK3i";"NYSE Arca Europe";"EUR";"8,884";"8,884";"8,884";"8,884";"23/11/2012 15:15";"CET";"180";"1599,12"
"SNAI";"IT0000074903";"SNAm";"NYSE Arca Europe";"EUR";"-";"-";"-";"-";"-";"-";"-";"-"
"SNAM SPA";"IT0003153415";"SRGm";"NYSE Arca Europe";"EUR";"3,735";"3,735";"3,735";"3,735";"19/04/2013 13:30";"CET";"1400";"5229,00"
"SOC FRANC CASINOS";"FR0010209809";"SFCA";"NYSE Euronext Paris";"EUR";"1,40";"1,40";"1,40";"1,40";"01/11/2013 16:30";"CET";"400";"560,00"
"SOCIETE GENERALE";"FR0000130809";"GLE";"NYSE Euronext Paris";"EUR";"41,83";"42,35";"41,465";"41,62";"01/11/2013 17:35";"CET";"2566377";"107317299,15"
"SOCO INTL PLC";"GB00B572ZV91";"SIAl";"NYSE Arca Europe";"GBX";"398,10";"398,10";"398,10";"398,10";"29/08/2013 12:25";"CET";"719";"286233,90"
"SOCREP";"FR0011277656";"MLSOC";"Marché Libre Paris";"EUR";"4,01";"4,01";"4,01";"4,01";"25/10/2013 15:00";"CET";"1";"4,01"
"SODEXO";"FR0000121220";"SW";"NYSE Euronext Paris";"EUR";"71,82";"72,09";"70,85";"71,99";"01/11/2013 17:35";"CET";"126611";"9085520,90"
"SODIFRANCE";"FR0000072563";"SOA";"NYSE Euronext Paris";"EUR";"8,00";"8,00";"8,00";"8,00";"29/10/2013 16:30";"CET";"5";"40,00"
"SODITECH ING.";"FR0000078321";"SEC";"NYSE Euronext Paris";"EUR";"0,50";"0,50";"0,50";"0,50";"28/10/2013 11:30";"CET";"5";"2,50"
"SOFIBUS PATRIMOINE";"FR0000038804";"SFBS";"NYSE Euronext Paris";"EUR";"67,99";"67,99";"67,99";"67,99";"31/10/2013 16:30";"CET";"5";"339,95"
"SOFINA";"BE0003717312";"SOF";"NYSE Euronext Brussels";"EUR";"78,04";"78,15";"77,80";"77,82";"01/11/2013 17:35";"CET";"3088";"240557,77"
"SOFRAGI";"FR0000030140";"SOFR";"NYSE Euronext Paris";"EUR";"1305,00";"1305,00";"1305,00";"1305,00";"24/10/2013 11:30";"CET";"3";"3915,00"
"SOFT COMPUTING";"FR0000075517";"SFT";"NYSE Euronext Paris";"EUR";"5,60";"5,61";"5,60";"5,61";"01/11/2013 17:22";"CET";"34";"190,71"
"SOFTIMAT";"BE0003773877";"SOFT";"NYSE Alternext Brussels";"EUR";"3,30";"3,38";"3,26";"3,37";"01/11/2013 17:20";"CET";"4816";"15833,96"
"SOFTWARE";"DE0003304002";"SOWd";"NYSE Arca Europe";"EUR";"24,33";"24,33";"24,33";"24,33";"12/08/2013 17:23";"CET";"92";"2238,36"
"SOGECLAIR";"FR0000065864";"SOG";"NYSE Euronext Paris";"EUR";"28,00";"28,00";"27,92";"28,00";"01/11/2013 16:36";"CET";"575";"16099,60"
"SOITEC";"FR0004025062";"SOI";"NYSE Euronext Paris";"EUR";"1,67";"1,68";"1,65";"1,67";"01/11/2013 17:35";"CET";"1165518";"1942507,58"
"SOLABIOS";"FR0010757377";"ALSOA";"NYSE Alternext Paris";"EUR";"1,31";"1,31";"1,31";"1,31";"26/09/2013 09:00";"CET";"1";"1,31"
"SOLARWORLD";"DE0005108401";"SWVd";"NYSE Arca Europe";"EUR";"1,357";"1,357";"1,357";"1,357";"17/09/2012 15:06";"CET";"1318";"1788,526"
"SOLIA";"FR0010480533";"MLSOL";"Marché Libre Paris";"EUR";"17,50";"17,50";"17,50";"17,50";"31/10/2013 15:00";"CET";"1";"17,50"
"SOLOCAL GROUP";"FR0010096354";"LOCAL";"NYSE Euronext Paris";"EUR";"1,72";"1,73";"1,67";"1,70";"01/11/2013 17:35";"CET";"1745808";"2957684,39"
"SOLUCOM";"FR0004036036";"LCO";"NYSE Euronext Paris";"EUR";"27,75";"27,75";"27,00";"27,11";"01/11/2013 17:35";"CET";"248";"6792,66"
"SOLUTIONS 30 SE";"FR0010263335";"ALS30";"NYSE Alternext Paris";"EUR";"15,35";"15,35";"14,90";"15,09";"01/11/2013 17:35";"CET";"5225";"78553,78"
"SOLVAC NOM(RETAIL)";"BE0003545531";"SOLV";"NYSE Euronext Brussels";"EUR";"124,90";"124,90";"124,90";"124,90";"01/11/2013 09:00";"CET";"1";"124,90"
"SOLVAY";"BE0003470755";"SOLB";"NYSE Euronext Brussels,Paris";"EUR";"115,45";"116,25";"115,00";"115,40";"01/11/2013 17:35";"CET";"103237";"11937954,95"
"SOLVING EFESO INTL";"FR0004500106";"ALOLV";"NYSE Alternext Paris";"EUR";"2,35";"2,35";"2,35";"2,35";"01/11/2013 09:00";"CET";"1";"2,35"
"SOMFY SA";"FR0000120495";"SO";"NYSE Euronext Paris";"EUR";"183,51";"183,51";"182,00";"182,00";"01/11/2013 17:35";"CET";"109";"19872,62"
"SONAE";"PTSON0AM0001";"SON";"NYSE Euronext Lisbon";"EUR";"1,067";"1,069";"1,056";"1,06";"01/11/2013 16:35";"GMT";"1963761";"2085726,96"
"SONAE CAPITAL";"PTSNP0AE0008";"SONC";"NYSE Euronext Lisbon";"EUR";"0,29";"0,29";"0,29";"0,29";"01/11/2013 13:34";"GMT";"31500";"9135,00"
"SONAE IND.SGPS";"PTS3P0AM0017";"SONI";"NYSE Euronext Lisbon";"EUR";"0,604";"0,604";"0,59";"0,593";"01/11/2013 16:35";"GMT";"72230";"43091,60"
"SONAECOM,SGPS";"PTSNC0AM0006";"SNC";"NYSE Euronext Lisbon";"EUR";"2,39";"2,423";"2,39";"2,409";"01/11/2013 16:35";"GMT";"379810";"914718,39"
"SONAGI";"PTSNG0AE0007";"SNG";"Easynext Lisbon";"EUR";"1,00";"1,00";"1,00";"1,00";"19/09/2013 09:30";"GMT";"6000";"6000,00"
"SONGA OFFSHORE";"CY0100962113";"SONGo";"NYSE Arca Europe";"NOK";"-";"-";"-";"-";"-";"-";"-";"-"
"SONOVA HOLDING";"CH0012549785";"SOONz";"NYSE Arca Europe";"CHF";"112,20";"112,20";"112,20";"112,20";"28/02/2013 15:10";"CET";"18";"7068,60"
"SOPHEON";"GB00B8CLGJ79";"SOPH";"NYSE Alternext Amsterdam";"EUR";"1,19";"1,22";"1,18";"1,22";"01/11/2013 17:23";"CET";"7904";"9359,28"
"SOPRA GROUP";"FR0000050809";"SOP";"NYSE Euronext Paris";"EUR";"64,50";"65,49";"64,50";"65,00";"01/11/2013 17:35";"CET";"2745";"178599,74"
"SOPRAGOL";"PTSPG0AP0009";"SPGAP";"Easynext Lisbon";"EUR";"2,30";"2,30";"2,30";"2,30";"15/08/2006 22:00";"GMT";"44";"-"
"SORIN";"IT0003544431";"SRNm";"NYSE Arca Europe";"EUR";"1,674";"1,674";"1,674";"1,674";"07/08/2012 09:32";"CET";"1016";"1700,784"
"SOURCE GROUP";"CWN814651014";"SOURC";"NYSE Euronext Amsterdam";"EUR";"1,40";"1,40";"1,40";"1,40";"01/11/2013 16:47";"CET";"126";"176,40"
"SOUTHERN CO";"US8425871071";"SOn";"NYSE Arca Europe";"USD";"-";"-";"-";"-";"-";"-";"-";"-"
"SPADEL";"BE0003798155";"SPA";"NYSE Euronext Brussels";"EUR";"67,50";"67,50";"67,06";"67,06";"31/10/2013 16:30";"CET";"1053";"70923,50"
"SPARKASSEN IMMOBIL";"AT0000652250";"SPIv";"NYSE Arca Europe";"EUR";"-";"-";"-";"-";"-";"-";"-";"-"
"SPECTRIS";"GB0003308607";"SXSl";"NYSE Arca Europe";"GBX";"2263,00";"2263,00";"2263,00";"2263,00";"09/08/2013 17:27";"CET";"3";"6789,00"
"SPEED RABBIT PIZZA";"FR0000054371";"MLSRP";"Marché Libre Paris";"EUR";"5,70";"5,70";"5,70";"5,70";"30/10/2013 15:00";"CET";"5";"28,50"
"SPINEGUARD";"FR0011464452";"ALSGD";"NYSE Alternext Paris";"EUR";"7,12";"7,12";"7,12";"7,12";"01/11/2013 15:35";"CET";"201";"1431,12"
"SPINEWAY";"FR0011398874";"ALSPW";"NYSE Alternext Paris";"EUR";"10,00";"10,00";"10,00";"10,00";"01/11/2013 09:00";"CET";"1";"10,00"
"SPIR COMMUNICATION";"FR0000131732";"SPI";"NYSE Euronext Paris";"EUR";"15,00";"15,00";"14,52";"14,86";"01/11/2013 17:35";"CET";"7373";"108654,89"
"SPIRENT COMM";"GB0004726096";"SPTl";"NYSE Arca Europe";"GBX";"129,00";"129,00";"129,00";"129,00";"20/08/2013 15:59";"CET";"312";"40248,00"
"SPIRIT PUB COMPANY";"GB00B5NFV695";"SPRTl";"NYSE Arca Europe";"GBX";"73,75";"73,75";"73,75";"73,75";"19/07/2013 09:39";"CET";"69";"5088,75"
"SPOREVER";"FR0010213215";"ALSPO";"NYSE Alternext Paris";"EUR";"4,09";"4,09";"4,09";"4,09";"31/10/2013 15:30";"CET";"1";"4,09"
"SPORTING";"PTSCP0AM0001";"SCP";"NYSE Euronext Lisbon";"EUR";"0,50";"0,50";"0,48";"0,48";"01/11/2013 15:30";"GMT";"33";"16,06"
"SPORTS DIRECT INTL";"GB00B1QH8P22";"SPDl";"NYSE Arca Europe";"GBX";"670,00";"670,00";"670,00";"670,00";"29/08/2013 12:01";"CET";"100";"67000,00"
"SQLI";"FR0011289040";"SQI";"NYSE Euronext Paris";"EUR";"13,80";"13,80";"13,68";"13,75";"01/11/2013 17:35";"CET";"765";"10525,10"
"SQLI NR";"FR0004045540";"SQINR";"NYSE Euronext Paris";"EUR";"1,35";"1,35";"1,35";"1,35";"21/10/2013 15:30";"CET";"12";"16,20"
"SSAB AB";"SE0000171100";"SSABAs";"NYSE Arca Europe";"SEK";"41,50";"41,50";"41,50";"41,50";"11/07/2013 09:22";"CET";"54";"2241,00"
"SSE PLC";"GB0007908733";"SSEl";"NYSE Arca Europe";"GBX";"1439,00";"1439,00";"1439,00";"1439,00";"14/10/2013 17:13";"CET";"100";"143900,00"
"ST DUPONT";"FR0000054199";"DPT";"NYSE Euronext Paris";"EUR";"0,30";"0,31";"0,29";"0,30";"01/11/2013 17:35";"CET";"211925";"63624,94"
"ST JAMES-S PLACE";"GB0007669376";"STJl";"NYSE Arca Europe";"GBX";"603,00";"603,00";"603,00";"603,00";"30/08/2013 15:55";"CET";"100";"60300,00"
"ST.GUDULE-PL. CERT";"BE0003620318";"SAIG";"NYSE Euronext Brussels";"EUR";"126,00";"126,00";"126,00";"126,00";"30/10/2013 15:00";"CET";"50";"6300,00"
"ST.MODWEN PTY";"GB0007291015";"SMPl";"NYSE Arca Europe";"GBX";"300,90";"300,90";"300,90";"300,90";"19/07/2013 17:22";"CET";"620";"186558,00"
"STADA ARZNEIMITTEL";"DE0007251803";"SAZd";"NYSE Arca Europe";"EUR";"34,855";"34,855";"34,855";"34,855";"07/08/2013 11:59";"CET";"25";"871,375"
"STADE PHOCEEN";"FR0010593889";"MLSP";"Marché Libre Paris";"EUR";"0,02";"0,02";"0,02";"0,02";"19/09/2013 15:00";"CET";"6600";"132,00"
"STAGECOACH GROUP";"GB00B6YTLS95";"SGCl";"NYSE Arca Europe";"GBX";"316,20";"333,20";"316,20";"333,20";"29/08/2013 16:51";"CET";"300";"98010,00"
"STALLERGENES";"FR0000065674";"GENP";"NYSE Euronext Paris";"EUR";"55,40";"55,40";"54,75";"54,80";"01/11/2013 17:35";"CET";"1892";"104192,44"
